Date,Open,High,Low,Close,Volume,Name
2024-12-09,1448358.875,1499097.5,1446821.375,1465271.75,77187.0,SamsungBio
2024-12-10,1479109.625,1485259.75,1454509.0,1474497.0,55984.0,SamsungBio
2024-12-11,1468346.875,1483722.125,1454509.0,1459121.625,44759.0,SamsungBio
2024-12-12,1468346.875,1506785.25,1451433.875,1472959.375,78625.0,SamsungBio
2024-12-13,1474497.0,1529848.25,1460659.125,1516010.5,49957.0,SamsungBio
2024-12-16,1532923.375,1537536.0,1505247.625,1535998.375,42493.0,SamsungBio
2024-12-17,1532923.375,1535998.375,1496022.5,1497560.0,39348.0,SamsungBio
2024-12-18,1503710.125,1516010.5,1485259.75,1506785.25,26540.0,SamsungBio
2024-12-19,1483722.125,1506785.25,1468346.875,1472959.375,46409.0,SamsungBio
2024-12-20,1456046.5,1457584.125,1396082.625,1443746.25,65338.0,SamsungBio
2024-12-23,1454509.0,1469884.375,1445283.75,1459121.625,21633.0,SamsungBio
2024-12-24,1465271.75,1472959.375,1429908.375,1442208.75,26403.0,SamsungBio
2024-12-26,1442208.75,1463734.25,1434521.0,1440671.125,24435.0,SamsungBio
2024-12-27,1434521.0,1445283.75,1414533.125,1436058.625,22930.0,SamsungBio
2024-12-30,1437596.125,1489872.375,1432983.5,1459121.625,33887.0,SamsungBio
2025-01-02,1460659.125,1463734.25,1420683.25,1436058.625,35714.0,SamsungBio
2025-01-03,1436058.625,1462196.625,1432983.5,1445283.75,28664.0,SamsungBio
2025-01-06,1445283.75,1457584.125,1432983.5,1454509.0,29158.0,SamsungBio
2025-01-07,1462196.625,1545223.625,1460659.125,1511397.875,98642.0,SamsungBio
2025-01-08,1523698.125,1554448.875,1520623.0,1549836.25,69690.0,SamsungBio
2025-01-09,1537536.0,1559061.5,1525235.625,1546761.125,32388.0,SamsungBio
2025-01-10,1539073.5,1568286.625,1535998.375,1537536.0,27528.0,SamsungBio
