Date,Open,High,Low,Close,Volume,Name
2024-12-09,165369.82493339252,168833.5854795737,163291.56860568383,167151.1875,5305672.0,SKHynix
2024-12-10,166260.49075704225,168635.640625,165864.63244571598,168635.640625,3159112.0,SKHynix
2024-12-11,165666.69930515136,170021.140625,165270.84100334693,170021.140625,2281189.0,SKHynix
2024-12-12,174672.49897962806,175563.18027754116,171703.56131991767,174276.640625,4550292.0,SKHynix
2024-12-13,172594.23333333334,174573.525,171703.55208333334,173682.84375,3677980.0,SKHynix
2024-12-16,175563.15743516452,178532.09470858896,175464.1928593837,177443.484375,3278975.0,SKHynix
2024-12-17,181105.1667798913,182589.63536005435,180214.48563179348,182094.8125,3188910.0,SKHynix
2024-12-18,181501.03542234332,181995.8583106267,179719.67302452316,181600.0,2363872.0,SKHynix
2024-12-19,172099.42076785714,174969.39385714286,171208.73946428573,173188.03125,4833862.0,SKHynix
2024-12-20,172297.32882047477,172990.08086053413,165369.8084198813,166755.3125,4487308.0,SKHynix
2024-12-23,168239.7958431604,171505.6271742335,167843.9375,167843.9375,3287596.0,SKHynix
2024-12-24,169922.17896884272,170120.1081231454,166557.38334569734,166755.3125,1844961.0,SKHynix
2024-12-26,168239.78542034098,170219.07701352146,167645.99794238684,168338.75,2022727.0,SKHynix
2024-12-27,168338.74609598852,174177.65616045846,168239.78151862463,172693.1875,2643523.0,SKHynix
2024-12-30,172198.37083093732,173979.7332878091,170614.9375359402,172099.40625,1434202.0,SKHynix
2025-01-02,168734.62288259345,170417.02088200935,168239.79994158878,169427.375,2102175.0,SKHynix
2025-01-03,172693.18392660804,180808.27910252885,171307.67987218252,180016.5625,4233446.0,SKHynix
2025-01-06,182490.68878253252,197731.234375,182490.68878253252,197731.234375,7320382.0,SKHynix
2025-01-07,202877.39583333334,204361.86458333334,192783.00833333333,192980.9375,6075445.0,SKHynix
2025-01-08,191100.61351598613,196048.84276290447,189022.35723228042,192684.046875,4275792.0,SKHynix
