Date,Value,Name
2024-12-01,2.771,kor_3y
2025-01-01,2.821,kor_3y
2025-02-01,2.83,kor_3y
2025-03-01,2.795,kor_3y
2025-04-01,2.658,kor_3y
2025-05-01,2.71,kor_3y
2025-06-01,2.842,kor_3y
2025-07-01,2.84,kor_3y
2025-08-01,2.815,kor_3y
2025-09-01,2.849,kor_3y
2025-10-01,2.933,kor_3y
2025-11-01,3.248,kor_3y
